Customer Review Final,Emotion Encoded
liat flash sale langsung beli ndak buka deskripsi i mean unilever official store gitu expirednya sisa beli hand sanitizer merek belah pas sale expirednya pantes cepet banget proses proses jeda menit ajar percaya brand tetep kudu baca review deskripsi,1
beli item yg terima komplain tdk video ulang video rekam,1
exp udah beli jual alam klo harga miring mumer waspada,1
exp april beli total pcs jual klo tau exp g ambil dpt zonk segitu mo pakai g habis exp,1
sen kirim,1
beli kemas nya jelek barang pecah seller nya gk tanggung,1
recomanded harga promo tp mahal toko belah lapak online nya official store main harga monopoli tokopedia,1
sy pesan shampoo body wash yg sy terima body wash shampoo tdk sy terima salah sy tdk video unboxing percaya sj dgn seller official win win solution sy bintang terima ksh,1
beli loreal serioxyl nya ga yg giftnya ajaini gmn sih official account lho,1
packingan barang beranta tdk rapi sm skali,1
sy yg rugi krn brg yg dtg sy tdk vidio in order sy yg dtg tp gift dpt brg uda mahal komplen gak bs,1
admin slow response konfirmasi sedia barang bonus gift yg kirim ga sesuai,1
kasi bonus gratis hair mask serie expert uda expire barang pas dipake bikin kepala ketombe kl ga niat ngasih gratis mending ga sih drpd bikin rusak rambut orang,1
barang lengkap yidak belanja toko remi loreal,1
terima barang tgl pdhl tanggal status kirim beli update aja uang aja,1
expirednya coba konfirmasi habis kek gitu ga malu kah toko resmi ambil pahala aja malas ongkir bolak,1
kirim leak isi habis kirim barang ganti leak parfum habis kali dapet botol kosong,1
barang tdk terima kembali dana tdk terima suruh urus toped,1
sen yg dateng tolong cek ulang donk,1
catat beli produk karna hadiah perhati ada hadiahpromo mesti transparan hadiah sayang akun oficial store toko dia mesti tinjau promosi transparan jebak moga kecewa,1
produk nya bocor packing nya krg bgs dr dus nya aja basah sampe dlm isi botol habis stengah nya masuk seller kali packing yg lbh aman,1
terima kasih barang terima kali tolong packing terima aja,1
bau pasar prtama kali pakai orang gue sakit kepala trlalu expektasi rugi harga segitu,1
parfum kondisi bungkus rapi curiga cium aroma bom buka kardus luar buka kardus kardus dalam basah buka dalam isi parfum tinggal yg masalah oengemasan kirim mohon evaluasi terimakasih,1
kemas hancurrr pecah beranta ga pakai ssmoga depan safety packingnya,1
parfum kondisi bungkus rapi curiga cium aroma bom buka kardus luar buka kardus kardus dalam basah buka dalam isi parfum tinggal yg masalah oengemasan kirim mohon evaluasi terimakasih,1
bau pasar prtama kali pakai orang gue sakit kepala trlalu expektasi rugi harga segitu,1
pesan brg tdk menit aju batal tolak sy mes ulang krn salah metode bayar layan jelek,1
beli produk beres agen nya,1
sdh claim prnggantian tgg jwb dettol blg salah kirim byr insurance tdk ganti jg cape deh,1
official store sih bener komplen packing tetep abai hubung barang nya ok ya yg beli tolong atas perushaan perhati packingnya cuman packing,1
tahan wangi claim yg sebut jam,1
packaging baik parfum tumpah,1
mantap sesuai deskripsi terimakasih,2
sesuai order n deskripsi,2
balon cakep gampang tiup thx seller,2
pesan sdh mendaratkualitas barang baguspengiriman cepat,2
terimakasih,2
bagus packing aman,2
bagus kotak harga nya murah kirim cepet,2
barang yg pesan sesuai packing rapi,2
bagus nempel kayu,2
barang ori harga murah seller fast response ramah barang cepat,2
kirim cepat packing aman barang bagus sesuai deskripsi terimakasih,2
barang terima sesuai pesan,2
produk sesuai deskripsi seller ramah barang langsung kirim,2
thx ganbarang selamat,2
barang sesuai pesan,2
kirim kondisi paket barang terima kondisi coba fungsi terima kasih sukses,2
sdah brang normal sesuai deskripsi kirim cepat,2
mantap barang nyaa aman alhamdulillah,2
bagus puas,2
bagus reseller gercep bgt,2
kirim cepat barang terima kondisi,2
barang dg selamatpackaging rapi proses mesan malangterima kasih,2
kualitas mantap kirim cepat,2
lilin bagus bau tahan sd jam,2
barang terima dgn,2
packing nya rapi brg pesan dlm,2
packaging rapi shg lilin utuh response jual cpt,2
barang terima dgn aman respon cepat paking rapi kirim cepat dr jadwal makasih,2
mantab lili sesuai makasih ya,2
produk sesuai respon cepat kirim cepat,2
produk bagus paking aman rapi respon kirim cepat,2
brg trima dgn n respon cepat tks,2
bagus cepat packaging aman,2
barang sesuai terima kasih,2
produk emas rapi,2
barang sesuai terima kasih,2
mantap respon cepat bgt cepat estimasi,2
mantap barang sesuai pesan,2
mantul gan u kembang api roman shot nya ssuai skripsi nya kirim nya cptmaaf telat ulas nya ya gan barng uda coba mantaptks ya gan sukses,2
baranga mantap jooss,2
lambat,4
barang dikrm beda dgn yg pesan,4
sobek,4
ga kirim barang,4
brg yg terima dgn yg etalase toko tipis kotak nasi padang pdhl tebal krn utk kirim kado kota,4
gak instruksi bingung,4
barang kirim kirim timbang,4
barang paket,4
kardus gak kirim packing pake plastik doank kecewa,4
add kardus tp gak kasih packingan kurir jg udah robek,4
kecewa packingan kardus berbyr kardus tdk tambah lindung apa shg pesan sy penyok gmana klo tdk pki kardus berbyr mgkn pesan sy tdk terbks rusak total,4
paket cuman bungkus doang barang nda,4
sumbu lilin nyala susah api jelek,4
kondisi box mika lilin foto lilin cacat mesti bungkus pakai bubble wrap plastik tipis plastik lem seller package barang dibenarin pakai kardus box kardus mie instan selap untung barang beli rusak benarbenar kecewa si servis toko mikir berkalikali belanja,4
sen tp stok habis kecewa,4
kualitas bagus pegang banget stiker tes gampang kelupas not recomended kualitas yg murah,4
kirim,4
kecewa,4
barang gambar beres ulang lem balon nya gak komplain tokopedia biaya nya tetep kecewa karna jual informasi sedia barang banget maaf kasih rate segitu,4
kecewa order nya ga langsug proses pdhl bayar pakai gosend instan,4
suruh pakai bubblewrap utk aman barang tetep aja barang ga kasih bubblewrap bayar,4
kecewakarrna keterngannya lembar,4
warna ready bayar jam bilang warna habis jgn kayak gitulah sy cari warna,4
lepas apa alas seller barang kasir apa udah kirim kirim transaksi dilakukancukup kecewa layan yg sprti butuh tugas kampus,4
barang yg terima rusakpecah krayonnyasaya ngga tau salah toko karna kemas semangat kirim kecewa,4
jual teliti saran kpd beli hasil embossed nama warna putih kontras jelek padu nomor diembose sdh catat jual lalai komentar shg hasil jg tdk diembosed kecewa ga ksh foto krn nama nya cetak,4
barang gak pesan balon hati beda gak sesuai,4
gede balon yg iklan,4
udah jual ga balon warna gold dama silver kalo sen balo gold silvernya aja pcs dateng warna warni kayak gin udah chating oke hufth udah kali beli kali kecewa,4
kecewa layan toko barang masalah suruh tekan komplain nyata ribet belakang kapok belanja barang nila rb video x barang fungsi tolak komplain moga berkah,4
balon ga sesuai gambarga bagus kualitasketipu dr gambar nyakecewa,4
balon nya bngt,4
aktual barang sesuai harap,4
pc warna pink lampu copot chat complain gak dibales kecewa,4
gak nyala batt udah anak sy jd kecewa tukar jg barang cm brp ribu,4
susah payah narik balon biar mekar eh bolong,4
bli nyala kecewa,4
barang gambar beres ulang tata balon nya gak komplain tokopedia biaya nya tetep kecewa karna jual informasi sedia barang banget maaf kasih rate segitu,4
not recomended seller gara toko surprise ultah moment yg hancur gitu aja parahhhhh nyesel bangetbanget belanja toko,4
kecewa ga sesuai ekspektasi gambar yg tangkai bening nampak kuat yg bener ukur skitar cm yg lai sambung,4
jual lambat respon jual barang kirim keburu basi nih balon,0
packing rapih balon foil kusut lipat dikuntalkuntal masuk dalam plastik yg size oke tp yg size lecek kusut chat udah bilang jual lg lecek gak kasih orang,0
ga ga instruksi rakit gana barang beda yg pesan,0
kirim rakit box susah,0
susah d bikin ga ngerti ribet packing yg lecek robek kertas ya uda,0
jual gak jujur respon banyak bot,0
beli kirim males complain,0
barang kirim,0
jelekkkk,0
kuatlem nya lemah,0
kardus bekas jual itu rusak susu nya,0
kirim,0
worst service,0
order minggu sampai rabu lambat nya ampuun tanyain info overload order itu selasa kirim ga konfirmasi overload order ga tanggungjawab,0
ga amanah,0
sen kirim,0
warna sesuai dgn minta,0
parah note kasih chip desain ga logo bcaflazznya ga liat kayak notenya hadeeeeeeeeeeeeeeeeeeeeeeh jual jg kaga ramah mo ngasih tau dar negor langsung ngomong return aja olah complaint direturn ganti duit kritik biar depan maaf udah salah sok ga butuh beli sumpah kesel bgt ama jual sombong parah,0
gak kirim yg,0
barang rebu kudu video in pas unboxing tugas qc utk cek teliti barang yg kirim lengkap parahhh,0
jelek,0
udah beli yg rusak tukar ga pake belibet atur cape deh,0
bolong bolong minyak gitu jelek,0
barang ga mulus bekas tekuk beli sampah aja,0
hadeh lem aja gak tuh double tapenya,0
udah checkout procecor admin suruh beli bubblewrap biar aman yaudah checkout bubblewrap deh beli pas paket udh dateng cuman bubble wrap doang wkwk kocak nih toko prosesor dicheckout duluan dateng hadehh,0
gajelas,0
pantes murah bubble wrap nya tipis kirain tebel nyesel order mari,0
rak tudung tingkat yg bubble celana dalem yg baca pesan mikir,0
ga lap hrusnya lap kardus minimal,0
ga amanah,0
sen kirim,0
bahan tipis jelek,0
roll ambil nampak potong mencong mencong jual untung,0
servicenya buruk banget,0
layan buruk belanja tokopedia kirim sekaliorder tgl juli barang tgl agustus order konfirmasi proses tgl agustus estimasi barang tgl agustus itu konfirmasi proses x cs pagi complaint cs telat konfirmasi proses kirim order jg ngga telat yg suruh cek resi sungguh baca review toko official yg kasih bad review tolong ya manajemen toko official deli stationary benahin operasional training cs nya biar pinter tanggap customer ngga pake embel toko official kalo layan rugi customer,0
kertas origami post it,0
gak,0
beli brg sale kirim via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt,0
penyok kardus kayak beli pensil warna bekas,0
order yg packingnya rapi lilin tulis ulang rentan patah masuk kardus kirim cepat barang yg pes lengkap kualitas bagus balon ga yg bocor lilin tulis ultah nya ga yg patah anak bungsu senaaaaang terima kasih ya,3
bagus banget kirim cepat seller ramah tooop,3
bagus banget kertas sesuai deskripsi,3
baguss bgtttt sesuai btw bli yg s and s,3
cantiik kertas kado packaging ok deliverynya ok mantab langgan toko,3
produk ok sesuai pesanansudah langgan kirim cepat makasih store,3
proses cepattop seller responsif,3
lupa gaes order toko,3
bagusssss bangeeettttt,3
mantap smuanya oke pesta yg sederhana rame order terima kasih seller tokped kirim,3
beli puas lebihin pngiriman cepat poko mantap,3
mantappp,3
bagus balon rekat dinding atap seller responsif langsung kirim sesuai pesan pagi sen siang pesan yg dilebihin,3
mantabbbb barang bagus berkuslitass topp dahhh,3
mantaaaaaaaaaaap produk original pokok recomended seller,3
mmmaaaannnnttttaaapppp,3
pakai lem hati pasti tata balon pasang nda ga cabut cabut tp resiko pecah mantul tingkat rekat,3
puas banget sempet error kurir pake gercep seller nya respon bgt cari solusi order ulang ga pelit yg kasih tambah dikit makas ya kak jaya toko,3
mantul langsung nempel,3
toko baik sii mah udh x order anak ultah sen printilannya skg anak ultah beli mantap,3
fastresp banget ramah kirim gercep banget lv y dikaskh jga balon pompa sih smg gaada yg bocor,3
sukaaaaaaaaaaaaaaa lucuuuuuu,3
thanksbarangnya bagus bgt packingnya rapitekomended,3
paking rapih banget lap kirim cepatbarang pas pcs mantulllllllllllll langgan mah malem takbir sen,3
mantaaaapppsudah tersumet sempurna,3
puas banget sempet error kurir pake gercep seller nya respon bgt cari solusi order ulang ga pelit yg kasih tambah dikit makas ya kak jaya toko,3
rekomended packing bubble warp order harga cebann niceee,3
keren banget layan cuman beli lilin ajah servicenya bagus super cepat pesan pagi eeeh siang dah,3
cuco meong pokok,3
top bgt,3
bagus banget lilinnyakata kakak lilin sultan,3
puas banget sellernya fast respon banget alhamdulillah butuh lilin kirim yg anak ku ultah beli perlengkapannga insyaallah,3
terimakasih toko lupa beli lilin ultah h acara syukur puji tuhan lilin kirim kota,3
wow designnya bagus banget kirim cepat kualitas bagussss banget scan beneran kartu uno asli mudah ga tukar ya kayak repeat order pakai design deh thanks seller,3
cakep bangetttt mulus sesuai ekspektasi thank you ya,3
jual ok barang nya bagus kurir juara mantap deh sukses ya kaaa,3
mantap paket sampaimakasih ya gansukses gan,3
bagusss banget gambar coba topup dr nfc handphone thanks seller,3
barang selamat barang sesuai deskripsi produk packing oke recommended seller,3
mantap jiwo thx gan product terima sukses slalu,3
seller jujur beli barang salah stok kosong tp info lgsg kirim yg satu pdhl nunggu pikir selesai gampang ya buyer tinggal refund rugi ongkir,1
barang sesuai gambar kualitas harga murah kapok belanja,1
mentang beli ngepasin uang kasih nya dlm kondisi bekas ya ga rekat bekas leku iya murah cuman profesional jual,1
toko gak jujur banget ket suruh pakai kardus biar kirim aman aq include dgn kardus ttp aja rusak bawah jebol trus yg aneh kode unik tdk bs masuk akun aq kayak udh masuk akun toko gak jujur banget ya kondisi kotak susu bagus n utuh penyok,1
toko status official store toko profesional chatt sedia barang tanggal desember jam pagi admin barang ready jam pagi toko layan buyer rating jelek toko proferionalorder sore barang kirim tanggal desember jam siang info barang kosong order kirim tanggal desember saran order packing tambah aman kirim penuh padhal toko biaya tambah packing kardus itu harga barang murah buyer transaksi toko terima kasih,1
kesan gak baikparkiran gojek tanggung pembelikapok ah beli toko lagisemoga lancar aja bos,1
bolong coy packing parah bgttttt lakban robek cabut,1
gampang lepas nempel,1
admin toko tdk sopan santun cari solusi msalah emosional hina beli gk pnya etika gk sekolah x,1
kapok beli kembang api toko bilang nya,1
jumbo buka ukur nya kardus,1
jual komunikatif barang kosong ganti barang konfirmasi beli next time jual layan tingkat lg mbak mas informasiin beli kalo barang kosong jgn enak udel main ganti barang ntr situ yg ribet rugi balikin barang ganti ongkirnya yakhan,1
selller aneh uda berangkat tp tokped ga update gagal pick up tp ga bilang jujur kalo paket dipick up bilang berangkat,1
toko gimana pakai kasih udah mati kali jg bener jual,1
produk tdk paket,1
sy pesan lilin yg angka tpi kirim nya angka angka nya sdh pdhl wkt beli sy sdh jlalasin sy yg angka sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs pakai sy udh tunggu brp hr tau smp brng nya buka yg kirim sm yg beli sy cmn pesan utk dpn nya blajarlah yg teliti brng kirim,1
ga sesuai ama yg fhoto pas nyampe lilunnya buanged ukur,1
pda pecah lilin y pekejing y ga aman,1
sen lilin kasih mo balik jg angka jd ga sumbu kacaufatal bgt gak cek dlu sblm kirim customer,1
lilin udah rusak banget goldnya,1
kirim lilin nya sdh beli,1
barang ga,1
lilin tdksesuai gambar pdhl sy angka yg sesuai gambar nemenin angka yg,1
fungsi,1
kacau udah nanya chat bikin gak trus udah jelasin chat chipnya dll trus suruh tulis email oke udah tulis email lebarr udah kasih contoh gambar posisi ya eh dateng gak sesuai requestnya kecewa banget nyesel beli ngeliat reviewnya beli harga mahal layan,1
pesan item brg yg kirim item brg brg kosong tdk info,1
beli tp gak kirim,1
gantung tipis rentan patah pakai rusak,1
barang berbededa do foto,1
diphoto jepit buka tutup pas kirim nggak,1
lem nya gak paket,1
terima barang,1
aneh aja sih seller ditambahin x yg rb lapis lapis aja bubble aja roll rban aja seller jual bubble jual vga kali yaa,1
