Customer Review,Emotion
dateng udah robek bungkusnya kertas kotor udah wanti ke penjualnya pdhal biar ga kayak gini eh tetep aja begini bingung,1
barang pecah dan rusak saat diterima,1
kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,1
beli pcs tapi yang rusak,1
pengiriman super duper lamaaaa not recommended,1
beli tapi ada satu barang yang rusak malah disuruh benerin sendiri,1
penipuan barang yg dikirim hvs f saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain hati hati dengan penjual ini teman teman yg mau pesan lebih baik di toko lain saja thx,1
sampai rumah pas bungkus paket dibuka semua bungkus kertas sudah terbuka kertas banyak yg rusak dan kotor sangat tidak recommended,1
pengiriman tidak sesuai jadwal pengiriman sangat lama tidak di proses proses di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk hanya cepat membalas chat saat mau beli klau sudah beli boro di bales di read saja tidak,1
pengiriman tidak sesuai jadwal pengiriman sangat lama tidak di proses proses di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk hanya cepat membalas chat saat mau beli klau sudah beli boro di bales di read saja tidak,1
beli cutter dikirim cutter blade harusnya juga cutter blade,1
guntingnya ga ada d paket yg d kirimkan,1
jangan belanja ditoko ini penipuan yg dikirim barang murahan dan gak mau diganti selisih harga,1
beli banyak macam barang tapi produk ini tidak dikirimkan,1
produk tidak sesuai dengan deskripsi penjual juga salah kirim dan tdk solutif padahal sudah dituliskan instruksi di keterangan,1
salah kirim produk admin lama banget balesnya proses retur gak jelas,1
pengiriman lama barang nya cacat tolong diperbaiki layanan nya,1
pelayanan buruk sekali pengiriman barang buruk sekali dan lama banget sampainya kapok beli disini lagi gak lagi lagi,1
barang tidak sesuai dengan jumlah pesanan,1
dikirim tidak sesuai pesanan proses lama sekali,1
baru kali ini pesan di sini kecewa hasil print meleset dari desain seller dikasih masukan malah menyalahkan pembeli ga bakal beli lagi,1
produk tidak sesuai pesan laminasi tapi dikirim tanpa laminasi tulisan buram prosesur pemesanan sangat ribet,1
barang tidak dikirim deli raja drama di ecom sini atupun oranye jangan lagi beli disini kalo mereka ngadain promo saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong jadi dana dikembalikan sesuai harga promo kalo ga niat bikin promo tolong ga usah bikin kalo nama deli jelek kan deli sendiri yang rugi bye ga akan beli deli lagi,1
seller lama sekali kirim order minggu buat rabu pagi sampe selasa g dikirim baru dikirim rabunya kamis baru sampe udah kelar butuhnya udah request cancel bahkan sebelum barang dikirim tapi seller g mau cancelin alasan gabisa cancel dari audit sistem,1
highly not recomended seller pesan apa yang dikirim apa tidak ada itikad baik tanggung jawab dr seller mohon teman yang lain agar lebih berhati ya,1
waktu sampai nya lakban tokopedia di saya sangat lama ketika saya tanyakan malah di suruh komplain pelayanan nya buruk admin yang bagian chatting nya sangat buruk dalam melayani customer,1
dari pesanan yg bs dipake cuma itupun tidak sempurna kemungkinn pecah di pengiriman karena paking tidak aman seadanya,1
barang pecah dikotak tidak diberi himbauan barang mudah pecah,1
packing hanya pakai selembar plastik kresek kertas basah semua,1
pengiriman lambat pas dateng barang juga sudah sobek debuan,1
kendaraan menjadi kinclong kembali mantap,2
sesuai pesanan,2
barang sesuai deksripsi pengiriman cepat dan rapi terima kasih,2
sedotannya kuat harganya murah mudah dibersihkan kabel listrik panjang,2
brg diterima dlm keadaan baik belom dicoba mudah an sesuai harapan,2
bagus alatnya dan bagus service nya cepat nyampe barangnya,2
pesanan sesuai deskripsi pengiriman cepat,2
berfungsi sesuai deskripsi,2
berfungsi sebagaimana mestinya mantapp,2
paket aman tq gan,2
barang sudah diterima sesuai dgn deskripsinya terimakasih,2
barang ok sesuai pesanan,2
sudah sampai dan lengkap y gan trins,2
pengiriman on time dan produk berfungsi baik seperti harapan,2
sudah saya terima barangnya gan makasi,2
barang mantap sesuai deskripsi tapi belum di coba semoga awet,2
makasih penjual responsif barang diterima dengan aman semoga awet,2
puas bgt sama toko ini responnya full cepet bgt pelayanannya juga diatas standart,2
iya brang nya bagus,2
sesuai dengan gambar dan ok trims,2
lampunya terang pancaran cahaya lampu yg baik produk original langsung pasang tinggal liat cahaya mlm gmn,2
barang cepat sampai bolamnya awet dan terang banget tokonya baik kurir baik jangan ragu beli di toko ini,2
kualitas bagus packing safety bingitz cm syg pengiriman lama klo boleh saran pake si cepat lbh bagus,2
lampunya terang pancaran cahaya lampu yg baik produk original,2
barang cpt smpk sesuai sm yg di gambar barang bagus berfungsi lampunya terang,2
barang bagus orderan ke semoga nyala semualampunya terang pancaran cahaya lampu yg baik produk original,2
produk sesuai deskripsi variasi produk beragam berfungsi dengan baik,2
barang cpt sampe sesuai pesanan packingnya rapi respon seller,2
sesuai deskripsi seller gercep interaktif rekomended,2
produk original,2
produk sesuai deskripsi,2
produk sesuai deskripsi berfungsi dengan baik dapet stiker jg thx yaa,2
harganya murah kualitas barangnya keren abis gak nyesel dah belinya,2
produk mantap produk sesuai deskripsi variasi produk beragam,2
gantungan kuncinya bagus,2
produk sesuai deskripsi variasi produk beragam berfungsi dengan baik,2
barang cpt sampe sesuai pesanan packingnya rapi respon seller,2
mantap sesuai pesanan pengantaran cepatproduk sesuai deskripsi,2
produk sesuai deskripsi kualitas produk bagus karetnya tebal buatannya rapi halus thanks seller for flash sale,2
produk sesuai deskripsi variasi produk beragam berfungsi dengan baik,2
barang yang dikirim tidak sesuai dengan barang yang diterima,4
baru kali ini beli di toped pelayanan mengecewakan sekali jasa pengiriman diganti tanpa pemberitahuan dan akhirnya pengiriman telat payah,4
pembelian kedua tapi baru buka langsung sobek bagian atas,4
td nya sy request utk cancel mo ganti p byran nya pake gopay dr ovo td nya krn ada cash back tp nggak dicancel sm toko tetap diproses aja sgt m ngecewakan,4
barang ga sesuai kecewa,4
kurang memuaskan dalam pengiriman,4
kecewa deh beli helm sudah pakai bubble wrap tp masih lecet di bagian dalam visor helm lg berarti bukan lecet dari pengiriman tanggapan penjual juga tidak baik,4
mengecewakan,4
barang tidak sesuai dikirim yang lebih murah selisih harga barang tidak dapat direfund barang lecet padahal beli extra bubblewarp,4
alat tidak berfungsi,4
mudah copot tidak lengket di kaca mobil atau spion,4
barang datang aja gak sesuai ukuran,4
barang nya tidak sesuai dgn anti fog embun besar kaca besar jendela mobill yang ada hanya jendela mobil nya saja,4
tidak sesuai ekpetasi,4
luar biasa kecewa untuk ke kalinya emang susah dah cari penjual yang jujur,4
packing hancur sampai lebur sampai rumah,4
penggunaan dan fungsi tdk bagus,4
sangat sangat kecewa belanja ditoko ini hati hatilah belanja ditoko,4
kecewa malah bikin body mobil jd kusam setelah di pakai mobil malah jd ga kinclong lg,4
saya sangat kecewa belanja di toko ini respon penjual cuek tanggapan lama begitu datang barang tumpah basah satu minggu baru datang tidak tau di kirim nya lama atau di pengiriman nya lama,4
barang tdk sesuai harus dtng pc sampai tempat cuma liter sangat kecewa,4
barang datang bungkus plastik segel kantong kopi nya udh terbuka semua tidak ada aroma kopi sama sekali kecewa,4
admin ga niat kerja komplain tidak selesai sudah minta bintang ya sudah kasih bintang kasihan bosnya punya karyawan yg tidak ada empati sama komplain tidak pernah update perkembangan komplain,4
ga berfungsi kecewa bgt,4
baru kali ini beli di toped pelayanan mengecewakan sekali jasa pengiriman diganti tanpa pemberitahuan dan akhirnya pengiriman telat payah,4
kecewa,4
barang nya salah krim minta kampas rem di kasih oli gear hadeh kecewa lah,4
kecewa bawa tidak sesuai pesanan pesan yg datang cuma botol,4
oli ny palsu pantesan murah kecewa lah,4
packing nya bocor oli kemana mana kecewa,4
product tidak bisa spray sudah di kocok berkali kali tidak bisa dipakai tidak recomended kecewa,4
hazecool ac cleaner pembersih ac split ac mobil,4
barangnya jelek ngerusak filter ac pdhal blm lm ganti,4
maaf barangnya kurang bagus filternya di pakai x udh lepas kecewa,4
gak nyaman dipakai,4
kecewa dengan kwalitasnya,4
gambar tempelnya tdk rapi dan bnyk yg ngelupas,4
agak kecewa karna isinya tumpah sampai setengah dan pengiriman juga lama,4
sangat kecewa barang rejectan di jual pelayanan sangat buruk kya ga butuh uang respon buruk parah kalo barang ga ada bisa konfirmasi dlu gak asal kirim yg dibeli apa yg dikirim apa,4
gak sesuai dgn pesanan dan pengiriman pengganyian produl tanpa konfirmasi,4
pesen lapis dikasih selapis untung aja visornya aman amsyong,0
ampas,0
barang tidak dapat di operasikan sudah menghubungi customer service belom ada response,0
hisapan lemah suara sangat bising,0
ternyata banyak yg kena tipu judulnya ada machine ternyata mesin otot tangan sendiri bs retur gak yah ini useless lah kl kyk gini kl bs retur chat saya dan akan saya ubah bintang nya,0
baru pake sekali per nya lepas terus ampas,0
semua pesanan bocor sdh di video sama pengiriman kacau jadi beli rugi barang sisa setengah,0
besok tolong diperhatikan lg untuk masalah warna di catatan pembeli pesan warna hitam list silver malah dikirim warna silver list hitam kecewa berat,0
barang tidak sesuai pesanan diminta gold malah d kirim warna putih dan merk lain,0
sial gak ada wangi wangi nya sama sekali gak ada sama sekali biji kopinya gak sesuai judul biji kopi kecewa banget pantesan murah kita cuma dikasih sampah penipu,0
sampah bgt mohon jangan di beli produk se sampah ini,0
barang rusak dikirim,0
kondisi barang rusak karena packingnya asal asalan,0
jelekkkkk putuss semua talinya,0
barang cacat saya tidak suka,0
butut konyol minta kuning di kasih ijo stabilo barang jelek,0
minta warna kuning dan gold malah gold dua nya payah seller,0
payah pesen beda warna tp malah datang satu warna padahal sudah di beri keterangan,0
bohong sama sekali tidak manjur,0
gps adas gak berfungsi jawaban penjual bertele jt cm kamera biasa mahal,0
isinya cuma kaya air putih mening pake semir ban di complain jg gk ada jawaban,0
pengriman lama bukan dr kurirnya tp sellernya yg lemot krim ke ekspedisi nya dn barang juga kurang pcs,0
lama bgt,0
penjual tidak amanah minta masker warna abu dan hitam di kirim abu semua,0
pesanan ga lengkap chat ga di bales toko bagus karyawannya rusak buat jelek citra jadinya amal deh,0
bukan orlee yang dikirim payah,0
pembelian pertama pelayanan terburuk respon lama kirim lama,0
udah di chat ditulis di deskripsi udah dikonfirmasi ulang masih aja dikirim warna putih jelas jelas order full black dan pengiriman lama banget tidak amanah,0
warna tidak sesuai dengan yg dikirim males pengembalian barang seller asal asalan kirim,0
deskripsi dan gambar warna hitam tetapi barangnya yg sampai warna biru ga sesuai banget dichat komplain jawabnya cuma terima kasih ga niat jualan bos namanya orang jualan yg diutamakan harus kepuasan pelanggan klo di komplain jangan pura pura oon gak tau,0
jelek banget gak bisa di pakai ini mah maskernya berbulu bisa dilihat foto tsb,0
satu minggu pesanan gagal pickup terus penjual tidak ada reaksi sama sekali setelah komplain ke toped langsung dikirim pesan tgl mei sampai tgl juni ini tidak tau siapa yg salah penjual atau kurirnya merekalah yg tau isinya banyak yg kurang bahkan ada yg hampir setengah botol mengecewakan sekali padahal sudah orderan yg kesekian kali kali ini ampun dah ganti seller yg lain penjual tidak respon dengan jualannya,0
ga teliti membaca requestku minta nya lemon knp yg dikirim summer linen,0
yg dipesan lain yg dikirm lain,0
kecewa,0
kapoooookkk lah,0
menyesal gue belanja di tempat loe cuy,0
parah pesan warna hitam atau biru dikirim kuning semua buta warna apa seller nya udah gt lama banget diproses nya,0
disuru pilih aromanya tapi yg dikirim gak sesuai coba donk klo dagang online yg sesuai pembeli pembeli adalah raja belinya pake uang kok tdk minta,0
produk gak dikirim,0
mantap,3
kendaraan menjadi kinclong kembali mantap kendaraan menjadi kinclong kembali mantap senang banget ada home servicenya senang banget bisa di pasangin di bengkelnya,3
pengiriman cepet banget bahan dan kualitas bagus banget,3
kendaraan menjadi kinclong kembali mantap kendaraan menjadi kinclong kembali mantap senang banget bisa di pasangin di bengkelnya senang banget ada home servicenya,3
produk original ban jadi hitam kembali mantap bahanya kuat ban menjadi seperti baru kembali,3
barang bagus kualitas bagus harga terjangkau recommended,3
produk original bikin helm saya makin keren jadi tambah rapih,3
mantaaaaaap mantuuuuul terbaiikkkkk guuud,3
barang bagus dan berkualitas admin ramah dan jujur top pokoknya,3
barang sesuai dengan deskripsi sedot nya kuat banget cocok buat debu kecil di sela laptop ato mobil woke banget lah cincai lah siplah,3
bagus bgtt modelny kecil wrnnya bagus sedotannya kuat,3
mudah dibersihkan sedotannya kuat kabel listrik panjang harganya murah produk berkualitas tks baseus,3
packing aman berfungsi dengan baik berguna banget pas nyetir,3
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap barangnya original o,3
top markootooop,3
senang banget ada home servicenya,3
sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,3
mmaaaanncccllaaappp,3
sesuai dekripsi harga terjangkau produk oke top,3
oke sippppppppp mantapppppppppp,3
lampunya terang pancaran cahaya lampu yg baik seller cepat responnya pengiriman cepat dan aman,3
kualitas bahan sangat baik produk original berfungsi dengan baik,3
produk original kualitas bahan sangat baik berfungsi dengan baik,3
jahannya mantap jahitannya rapikualitas bahan sangat baik berfungsi dengan baik,3
mantep om,3
kualitas bahan sangat baik,3
mantaaappp,3
top,3
mantap,3
pokoknya top bintang yg bicara,3
mantap puas pake bangeeeey,3
kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik,3
sudah diterima dengan baik mantafffffffffffff,3
wow keren bgt,3
mevvah bro thx u fast respon dan fast delivery recommended,3
ban jadi hitam kembali mantap produk original bahanya kuat ban menjadi seperti baru kembali,3
good ban jadi hitam kembali mantap,3
mantap sesuai pesanan blm di coba semoga bagus,3
dapat kain microfiber fungsi mau dicoba dulu kalo buat sekarang biar tokonya joss,3
ban jadi hitam kembali mantap,3
pesan dateng,1
cepat rusak gampang sobek kotor tidak recommend,1
